context	split	fold	model	parameter	chosen_value	inner_component_scores_json	train_observations	test_observations	inner_grouping
full	union_component_leave_one_out	component-13	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5586177534705425},{""alpha"":0.1,""inner_rmse"":1.558656309045939},{""alpha"":1.0,""inner_rmse"":1.5589420661903615},{""alpha"":10.0,""inner_rmse"":1.5586420426704626},{""alpha"":100.0,""inner_rmse"":1.5434331024319776},{""alpha"":1000.0,""inner_rmse"":1.478162862269588}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.6333447701828416},{""alpha"":0.1,""inner_rmse"":2.407879837409242},{""alpha"":1.0,""inner_rmse"":2.1878071987233643},{""alpha"":10.0,""inner_rmse"":1.830088520450386},{""alpha"":100.0,""inner_rmse"":1.550878683013556},{""alpha"":1000.0,""inner_rmse"":1.3786800610742174}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":5.999474027375758},{""alpha"":0.1,""inner_rmse"":2.7210115753899093},{""alpha"":1.0,""inner_rmse"":1.9267937461730404},{""alpha"":10.0,""inner_rmse"":1.605003416624367},{""alpha"":100.0,""inner_rmse"":1.416427895424161},{""alpha"":1000.0,""inner_rmse"":1.3829474756866067}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.6637768352782807},{""alpha"":0.1,""inner_rmse"":3.294388954609556},{""alpha"":1.0,""inner_rmse"":2.298496718313609},{""alpha"":10.0,""inner_rmse"":1.64578559644333},{""alpha"":100.0,""inner_rmse"":1.4189605708611055},{""alpha"":1000.0,""inner_rmse"":1.3790171768950967}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":7.988508716154676},{""alpha"":0.1,""inner_rmse"":7.34560816250068},{""alpha"":1.0,""inner_rmse"":5.038450858270646},{""alpha"":10.0,""inner_rmse"":2.944342144128224},{""alpha"":100.0,""inner_rmse"":1.9103570363831588},{""alpha"":1000.0,""inner_rmse"":1.624229875110588}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6525504452849349},{""alpha"":0.1,""inner_rmse"":1.6523358794478158},{""alpha"":1.0,""inner_rmse"":1.6523218571477547},{""alpha"":10.0,""inner_rmse"":1.6529044852987251},{""alpha"":100.0,""inner_rmse"":1.6415570188072666},{""alpha"":1000.0,""inner_rmse"":1.5688419815265855}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.7411404062209526},{""alpha"":0.1,""inner_rmse"":2.4679614064383153},{""alpha"":1.0,""inner_rmse"":2.184764960882423},{""alpha"":10.0,""inner_rmse"":2.0825713885295527},{""alpha"":100.0,""inner_rmse"":1.8185087668375577},{""alpha"":1000.0,""inner_rmse"":1.5362199132577903}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5046271031600933},{""alpha"":0.1,""inner_rmse"":1.5045588190368673},{""alpha"":1.0,""inner_rmse"":1.5039531099763344},{""alpha"":10.0,""inner_rmse"":1.4998117020907769},{""alpha"":100.0,""inner_rmse"":1.4802453164094378},{""alpha"":1000.0,""inner_rmse"":1.4331581162026388}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5062656806481887},{""alpha"":0.1,""inner_rmse"":1.5061987604831066},{""alpha"":1.0,""inner_rmse"":1.505583025093258},{""alpha"":10.0,""inner_rmse"":1.5011361053221346},{""alpha"":100.0,""inner_rmse"":1.4810261332687447},{""alpha"":1000.0,""inner_rmse"":1.4342889159573793}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5996780781805537},{""alpha"":0.1,""inner_rmse"":1.599692753327451},{""alpha"":1.0,""inner_rmse"":1.5998004985351915},{""alpha"":10.0,""inner_rmse"":1.5993814310135042},{""alpha"":100.0,""inner_rmse"":1.588940025936097},{""alpha"":1000.0,""inner_rmse"":1.5328551509627772}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.597812835499065},{""alpha"":0.1,""inner_rmse"":1.5978190703938868},{""alpha"":1.0,""inner_rmse"":1.5978543140825578},{""alpha"":10.0,""inner_rmse"":1.5971217267792404},{""alpha"":100.0,""inner_rmse"":1.5864243528012252},{""alpha"":1000.0,""inner_rmse"":1.5314671167080838}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6264130132307972},{""alpha"":0.1,""inner_rmse"":1.6264184873212673},{""alpha"":1.0,""inner_rmse"":1.626466692460697},{""alpha"":10.0,""inner_rmse"":1.6262850706926952},{""alpha"":100.0,""inner_rmse"":1.6186485608943493},{""alpha"":1000.0,""inner_rmse"":1.559102496985373}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.3869140501929986},{""alpha"":0.1,""inner_rmse"":2.2370476063979114},{""alpha"":1.0,""inner_rmse"":2.033078146613881},{""alpha"":10.0,""inner_rmse"":1.9073323222486547},{""alpha"":100.0,""inner_rmse"":1.7267014279108874},{""alpha"":1000.0,""inner_rmse"":1.5024166936481906}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.3742128956135544},{""alpha"":0.1,""inner_rmse"":2.217585597968814},{""alpha"":1.0,""inner_rmse"":1.9506447214881129},{""alpha"":10.0,""inner_rmse"":1.8187707092731629},{""alpha"":100.0,""inner_rmse"":1.7089492653269498},{""alpha"":1000.0,""inner_rmse"":1.5043501699241628}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8644510087467654},{""alpha"":0.1,""inner_rmse"":1.7672401480748372},{""alpha"":1.0,""inner_rmse"":1.623373684260617},{""alpha"":10.0,""inner_rmse"":1.600071433052901},{""alpha"":100.0,""inner_rmse"":1.5904262055313834},{""alpha"":1000.0,""inner_rmse"":1.535204049919251}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8551383804463453},{""alpha"":0.1,""inner_rmse"":1.758813467802337},{""alpha"":1.0,""inner_rmse"":1.6214630936688492},{""alpha"":10.0,""inner_rmse"":1.5977473613660622},{""alpha"":100.0,""inner_rmse"":1.5877224363419975},{""alpha"":1000.0,""inner_rmse"":1.533660779759305}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.032874567028575,""k"":1},{""inner_rmse"":1.7245365854148957,""k"":3},{""inner_rmse"":1.6173197013142775,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	ligand_gmolai_knn	knn_k	3	"[{""inner_rmse"":1.8442254408449905,""k"":1},{""inner_rmse"":1.5949456406871143,""k"":3},{""inner_rmse"":1.5962305296798855,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.6541982201353929,""k"":1},{""inner_rmse"":1.6050607142135533,""k"":3},{""inner_rmse"":1.5409176363916697,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.068989472161378,""k"":1},{""inner_rmse"":1.570010441827336,""k"":3},{""inner_rmse"":1.5595312455912158,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.7628611506640601,""k"":1},{""inner_rmse"":1.5344725980309857,""k"":3},{""inner_rmse"":1.532845781775216,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8942005048673465,""k"":1},{""inner_rmse"":1.6080219724809945,""k"":3},{""inner_rmse"":1.5713057450202628,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-13	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.962324349740179,""k"":1},{""inner_rmse"":1.6419942795635236,""k"":3},{""inner_rmse"":1.5228023505130432,""k"":5}]"	263	8	frozen_union_component
full	union_component_leave_one_out	component-14	nuisance_ridge	ridge_alpha	10.0	"[{""alpha"":0.01,""inner_rmse"":1.314346184920702},{""alpha"":0.1,""inner_rmse"":1.3138512440913253},{""alpha"":1.0,""inner_rmse"":1.3093593472401994},{""alpha"":10.0,""inner_rmse"":1.29289002733836},{""alpha"":100.0,""inner_rmse"":1.3805726865010803},{""alpha"":1000.0,""inner_rmse"":1.4730865519729397}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ligand_ecfp_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.421237053996131},{""alpha"":0.1,""inner_rmse"":1.4212142115651083},{""alpha"":1.0,""inner_rmse"":1.420994404505552},{""alpha"":10.0,""inner_rmse"":1.4194506507836846},{""alpha"":100.0,""inner_rmse"":1.4179429637144176},{""alpha"":1000.0,""inner_rmse"":1.43012300483112}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.5060071814361815},{""alpha"":0.1,""inner_rmse"":2.500555963286865},{""alpha"":1.0,""inner_rmse"":2.4455315403456073},{""alpha"":10.0,""inner_rmse"":2.1428494837402705},{""alpha"":100.0,""inner_rmse"":1.7587031875113028},{""alpha"":1000.0,""inner_rmse"":1.4815020241399472}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	pocket_ridge_S0	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":8.933008323659191},{""alpha"":0.1,""inner_rmse"":5.588483199188427},{""alpha"":1.0,""inner_rmse"":3.3522084640184415},{""alpha"":10.0,""inner_rmse"":1.8625089775407178},{""alpha"":100.0,""inner_rmse"":1.271902354683614},{""alpha"":1000.0,""inner_rmse"":1.3456452550262605}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	pocket_ridge_S1	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":2.982022736375843},{""alpha"":0.1,""inner_rmse"":2.7287188507778835},{""alpha"":1.0,""inner_rmse"":2.0011231648566543},{""alpha"":10.0,""inner_rmse"":1.5058913400370917},{""alpha"":100.0,""inner_rmse"":1.243417413522531},{""alpha"":1000.0,""inner_rmse"":1.3358985222695359}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":5.830094238898814},{""alpha"":0.1,""inner_rmse"":5.162024733993917},{""alpha"":1.0,""inner_rmse"":3.1721514074347437},{""alpha"":10.0,""inner_rmse"":2.235823196014806},{""alpha"":100.0,""inner_rmse"":1.6853875989850744},{""alpha"":1000.0,""inner_rmse"":1.4756491119280482}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4828783388590598},{""alpha"":0.1,""inner_rmse"":1.4881516910141481},{""alpha"":1.0,""inner_rmse"":1.4988893046045788},{""alpha"":10.0,""inner_rmse"":1.4973066238225021},{""alpha"":100.0,""inner_rmse"":1.4760921153096744},{""alpha"":1000.0,""inner_rmse"":1.4487664260237532}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.6200835516244556},{""alpha"":0.1,""inner_rmse"":2.6210909913702354},{""alpha"":1.0,""inner_rmse"":2.5877601449311505},{""alpha"":10.0,""inner_rmse"":2.3481770021921946},{""alpha"":100.0,""inner_rmse"":1.8533754773781226},{""alpha"":1000.0,""inner_rmse"":1.516083558359596}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_pocket_additive_S1	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3093060977082895},{""alpha"":0.1,""inner_rmse"":1.3091875338494565},{""alpha"":1.0,""inner_rmse"":1.3080770697945643},{""alpha"":10.0,""inner_rmse"":1.3012313267298579},{""alpha"":100.0,""inner_rmse"":1.2956116914172062},{""alpha"":1000.0,""inner_rmse"":1.346817990953154}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_pocket_tensor_S1	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3064826622908818},{""alpha"":0.1,""inner_rmse"":1.306374815762699},{""alpha"":1.0,""inner_rmse"":1.3053668524412476},{""alpha"":10.0,""inner_rmse"":1.2993220938148933},{""alpha"":100.0,""inner_rmse"":1.296670677300599},{""alpha"":1000.0,""inner_rmse"":1.349558691365502}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4567883368816288},{""alpha"":0.1,""inner_rmse"":1.4567437478811402},{""alpha"":1.0,""inner_rmse"":1.4562875694567585},{""alpha"":10.0,""inner_rmse"":1.4516139598160687},{""alpha"":100.0,""inner_rmse"":1.4304341631167747},{""alpha"":1000.0,""inner_rmse"":1.411709551916918}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4555303931278176},{""alpha"":0.1,""inner_rmse"":1.455480454831828},{""alpha"":1.0,""inner_rmse"":1.4549799862892907},{""alpha"":10.0,""inner_rmse"":1.4502901854844072},{""alpha"":100.0,""inner_rmse"":1.430185730390764},{""alpha"":1000.0,""inner_rmse"":1.4119916741366918}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.517751906989588},{""alpha"":0.1,""inner_rmse"":1.517694646388322},{""alpha"":1.0,""inner_rmse"":1.5171341319773968},{""alpha"":10.0,""inner_rmse"":1.5124962490926497},{""alpha"":100.0,""inner_rmse"":1.4944755832417023},{""alpha"":1000.0,""inner_rmse"":1.4686663608699357}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.581013578988211},{""alpha"":0.1,""inner_rmse"":2.5750482857234815},{""alpha"":1.0,""inner_rmse"":2.525351813837768},{""alpha"":10.0,""inner_rmse"":2.2864567701032112},{""alpha"":100.0,""inner_rmse"":1.8200837471964748},{""alpha"":1000.0,""inner_rmse"":1.4844550934376382}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.359239452526365},{""alpha"":0.1,""inner_rmse"":2.3548707219311247},{""alpha"":1.0,""inner_rmse"":2.319768926299678},{""alpha"":10.0,""inner_rmse"":2.1567859410440726},{""alpha"":100.0,""inner_rmse"":1.7867864533824573},{""alpha"":1000.0,""inner_rmse"":1.4799520239799664}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6314839431706176},{""alpha"":0.1,""inner_rmse"":1.5824865180903318},{""alpha"":1.0,""inner_rmse"":1.481226135811474},{""alpha"":10.0,""inner_rmse"":1.4510973341072506},{""alpha"":100.0,""inner_rmse"":1.4305666575479632},{""alpha"":1000.0,""inner_rmse"":1.41321377709919}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6001110140077803},{""alpha"":0.1,""inner_rmse"":1.559443999911984},{""alpha"":1.0,""inner_rmse"":1.4739352357546585},{""alpha"":10.0,""inner_rmse"":1.44844784057652},{""alpha"":100.0,""inner_rmse"":1.42980357459651},{""alpha"":1000.0,""inner_rmse"":1.4137671882090002}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.0446463714078154,""k"":1},{""inner_rmse"":1.6389627157709037,""k"":3},{""inner_rmse"":1.5861239335676645,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":2.162728841208565,""k"":1},{""inner_rmse"":1.7291733848066961,""k"":3},{""inner_rmse"":1.724204549789291,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	sequence_identity_target_knn	knn_k	3	"[{""inner_rmse"":1.8133036963521088,""k"":1},{""inner_rmse"":1.554094021823814,""k"":3},{""inner_rmse"":1.6554949497866962,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":1.8880796299871365,""k"":1},{""inner_rmse"":1.4558209150053787,""k"":3},{""inner_rmse"":1.3930461730153882,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":2.29125045957438,""k"":1},{""inner_rmse"":1.6913731477795624,""k"":3},{""inner_rmse"":1.5413544465580318,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":2.363571820294302,""k"":1},{""inner_rmse"":1.9855024394601575,""k"":3},{""inner_rmse"":1.8339873458240776,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-14	pocket_descriptor_target_knn_S1	knn_k	3	"[{""inner_rmse"":1.8334738240154926,""k"":1},{""inner_rmse"":1.2960877268979563,""k"":3},{""inner_rmse"":1.3587702589248374,""k"":5}]"	68	203	frozen_union_component
full	union_component_leave_one_out	component-15	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4777650288913038},{""alpha"":0.1,""inner_rmse"":1.4767859960616856},{""alpha"":1.0,""inner_rmse"":1.4674232465143884},{""alpha"":10.0,""inner_rmse"":1.4047416145362943},{""alpha"":100.0,""inner_rmse"":1.3505091125796618},{""alpha"":1000.0,""inner_rmse"":1.4200326678303101}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-15	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5954442868445415},{""alpha"":0.1,""inner_rmse"":1.59542264278017},{""alpha"":1.0,""inner_rmse"":1.595241351612427},{""alpha"":10.0,""inner_rmse"":1.5937022281850288},{""alpha"":100.0,""inner_rmse"":1.5752115005116103},{""alpha"":1000.0,""inner_rmse"":1.4961029557986967}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-15	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.114023924525329},{""alpha"":0.1,""inner_rmse"":2.8325919670020414},{""alpha"":1.0,""inner_rmse"":2.4378587723979086},{""alpha"":10.0,""inner_rmse"":2.0208258378619335},{""alpha"":100.0,""inner_rmse"":1.679847141690093},{""alpha"":1000.0,""inner_rmse"":1.4461125468167795}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-15	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.848457921178815},{""alpha"":0.1,""inner_rmse"":3.50166914242992},{""alpha"":1.0,""inner_rmse"":2.2151092003813524},{""alpha"":10.0,""inner_rmse"":1.6320159885818937},{""alpha"":100.0,""inner_rmse"":1.4235296695505169},{""alpha"":1000.0,""inner_rmse"":1.3778315091790836}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-15	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.914137715320243},{""alpha"":0.1,""inner_rmse"":3.5096622218633744},{""alpha"":1.0,""inner_rmse"":2.3825013937058923},{""alpha"":10.0,""inner_rmse"":1.6648546229767736},{""alpha"":100.0,""inner_rmse"":1.425847025943224},{""alpha"":1000.0,""inner_rmse"":1.3764946772341382}]"	269	2	frozen_union_component
